name,keyword,snippet
arrowConnect.png,arrowConnect.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/41b593798a9e2a7b5f04bbef6540f03e.png"" width=""24"" aria-hidden=""true"">"
arrowDropdown.png,arrowDropdown.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/0b3584d536f09aadc17b1176e3f4e79d.png"" width=""24"" aria-hidden=""true"">"
arrowDropdownCircle.png,arrowDropdownCircle.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/ab2a288179d638478fa589958eae4c1e.png"" width=""24"" aria-hidden=""true"">"
arrowExit.png,arrowExit.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/8fe4fd73fb5c0cda95dd156d46de7db9.png"" width=""24"" aria-hidden=""true"">"
arrowLineLeft.png,arrowLineLeft.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/ecfa035ee4dff1ca0b4cbb5efbec6198.png"" width=""24"" aria-hidden=""true"">"
arrowLineRight.png,arrowLineRight.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/d30e0bc9efd1f33bea574b44d44902ab.png"" width=""24"" aria-hidden=""true"">"
arrowOffsite.png,arrowOffsite.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/35e370ad2d3aaf12dd34b5c5740817fa.png"" width=""24"" aria-hidden=""true"">"
arrowRedo.png,arrowRedo.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/6f74e02e992db463bbf05036e92716bf.png"" width=""24"" aria-hidden=""true"">"
arrowRefresh.png,arrowRefresh.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/79eff704a775433ff35a8e0e8fda78c8.png"" width=""24"" aria-hidden=""true"">"
arrowSmallDown.png,arrowSmallDown.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/9f549e9320881f1dcda37fce73ace8ca.png"" width=""24"" aria-hidden=""true"">"
arrowSmallLeft.png,arrowSmallLeft.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/213b77fabe2b2f680d80565dcd5dfb11.png"" width=""24"" aria-hidden=""true"">"
arrowSmallRight.png,arrowSmallRight.png,"<img style=""vertical-align: middle;"" src=""https://cdn.zapier.com/storage/photos/7bc2378d2fd3af8934e5969ba3fd047b.png"" width=""24"" aria-hidden=""true"">"
